Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-NY-5441,185,LD Engg,Sola,23.023194,72.450339,"22.999077, 72.472532","22.995281, 72.536481",55 km/h,5 mins,Traffic
GJ-01-KV-9483,186C,LD Engg,Prahladnagar,23.134309,72.623947,"23.031779, 72.649177","22.989659, 72.450250",33 km/h,14 mins,Early
GJ-01-XX-6382,187A,LD Engg,Chandlodia,23.089383,72.500197,"23.046540, 72.493795","23.094138, 72.552319",53 km/h,8 mins,On Time
GJ-01-WD-8688,188A,LD Engg,Jaimangal,23.056047,72.62272,"23.117248, 72.583474","22.956279, 72.618428",15 km/h,11 mins,On Time
GJ-01-DK-8149,189A,LD Engg,Narol,23.134573,72.585088,"23.102897, 72.482575","23.022199, 72.543446",36 km/h,12 mins,Traffic
GJ-01-YH-2876,190A,LD Engg,Nikol,23.062354,72.490482,"23.025540, 72.640536","23.121022, 72.581471",37 km/h,3 mins,Traffic
GJ-01-HE-9294,191D,Vasna,Ghuma,22.977102,72.469203,"23.127858, 72.486247","23.103324, 72.515043",32 km/h,25 mins,Early
GJ-01-HA-2183,192B,Vasna,Maninagar,23.012749,72.524263,"22.999871, 72.476958","23.130594, 72.616108",20 km/h,21 mins,Delayed
GJ-01-CU-5468,193A,Vasna,Bhadaj,23.028138,72.508167,"23.068924, 72.507942","23.042933, 72.624561",42 km/h,18 mins,Traffic
GJ-01-CE-9496,194A,Vasna,RTO,23.071772,72.575739,"23.001443, 72.496512","22.954458, 72.636360",37 km/h,10 mins,Early
GJ-01-MH-4681,195,Vasna,LD Engg,23.106837,72.488661,"23.087219, 72.610811","23.042548, 72.586237",50 km/h,2 mins,Traffic
GJ-01-YJ-8422,196,Vasna,RTO (C),23.037371,72.596476,"22.976203, 72.624898","23.017817, 72.621922",52 km/h,22 mins,Delayed
GJ-01-BU-7224,197D,Vasna,Lal Darwaja,22.953267,72.532672,"22.989241, 72.476623","23.149115, 72.561147",39 km/h,2 mins,On Time
GJ-01-LK-0762,198A,Vasna,Kalupur,23.129624,72.623363,"23.006889, 72.629305","22.958197, 72.559860",48 km/h,10 mins,Traffic
GJ-01-YQ-4409,199C,Vasna,Chandkheda,23.011676,72.527936,"23.047887, 72.637464","23.087588, 72.486505",20 km/h,9 mins,On Time
GJ-01-QJ-1633,200A,Vasna,Hanspura,23.027071,72.468463,"23.116693, 72.539410","23.123920, 72.474740",25 km/h,16 mins,Early
GJ-01-GH-6331,201,Vasna,Gota,22.977864,72.512788,"23.009336, 72.596797","22.964288, 72.629915",58 km/h,16 mins,On Time
GJ-01-YI-0608,202,Vasna,Ranip,23.037247,72.488564,"23.091078, 72.599123","23.036779, 72.548005",51 km/h,16 mins,Early
GJ-01-AK-9565,203B,Vasna,Sarkhej,22.984332,72.630469,"23.107995, 72.577000","22.967479, 72.530801",18 km/h,5 mins,Traffic
GJ-01-RK-3624,204C,Vasna,Iskcon,23.093561,72.540657,"22.970969, 72.502710","23.014154, 72.484729",49 km/h,13 mins,Traffic
GJ-01-JT-3889,205,Vasna,Nehrunagar,23.013725,72.535504,"23.070073, 72.510727","22.992949, 72.607739",30 km/h,5 mins,Delayed
GJ-01-KW-8830,206,Vasna,Sarangpur,22.974963,72.648546,"23.126666, 72.626107","23.046697, 72.581084",25 km/h,7 mins,Delayed
GJ-01-FF-6023,207,Vasna,Vadaj,22.966027,72.590943,"22.999962, 72.611201","23.022580, 72.626889",24 km/h,17 mins,Delayed
GJ-01-KK-8517,208A,Vasna,Odhav,23.020703,72.479575,"23.108627, 72.527163","23.037875, 72.479121",44 km/h,16 mins,Traffic
GJ-01-MT-6463,209,Vasna,Sarthi,23.003784,72.450347,"23.067451, 72.565439","22.995176, 72.552559",34 km/h,7 mins,Delayed
GJ-01-OW-3588,210C,Vasna,Airport,23.011501,72.564663,"23.090062, 72.574636","23.026408, 72.583142",35 km/h,22 mins,Early
GJ-01-UY-4330,211C,Vasna,Amba Town,23.146791,72.508394,"22.995290, 72.648594","23.023048, 72.619287",28 km/h,14 mins,Delayed
GJ-01-VN-4915,212A,Vasna,Dahegam,23.032778,72.458025,"23.001495, 72.623309","23.111637, 72.573260",18 km/h,25 mins,On Time
GJ-01-FS-2189,213,Vasna,Bopal,23.143474,72.573633,"23.143717, 72.582827","23.125494, 72.510772",26 km/h,2 mins,On Time
GJ-01-HP-5627,214D,Vasna,Ghatlodia,23.144094,72.456133,"23.039900, 72.619428","23.073124, 72.583982",20 km/h,18 mins,Delayed
GJ-01-QI-5709,215B,Vasna,Vaishnodevi,22.958943,72.518558,"22.976808, 72.621021","23.071495, 72.569058",24 km/h,2 mins,On Time
GJ-01-SQ-9773,216C,Vasna,Science City,22.969632,72.468042,"23.116894, 72.495746","23.075721, 72.589514",50 km/h,18 mins,Traffic
GJ-01-YA-8078,217C,Vasna,Memnagar,23.108045,72.63716,"23.060796, 72.544502","23.148188, 72.581845",46 km/h,20 mins,On Time
GJ-01-VE-3788,218,Vasna,CTM,22.977749,72.591029,"23.138715, 72.602224","23.028028, 72.601995",49 km/h,9 mins,On Time
GJ-01-DQ-5374,219A,Vasna,Naroda,23.086004,72.532074,"23.058979, 72.551034","22.980342, 72.475655",21 km/h,5 mins,Early
GJ-01-NH-5972,220,Vasna,S. Bopal,23.136727,72.553816,"22.972627, 72.618286","23.102509, 72.510463",32 km/h,21 mins,Early
GJ-01-YF-2244,221,Vasna,Sabarmati,23.128973,72.469674,"23.123650, 72.466273","23.145722, 72.618660",49 km/h,20 mins,Traffic
GJ-01-ZP-1071,222B,Vasna,Isanpur,23.027377,72.60429,"23.050000, 72.634069","23.112939, 72.632682",30 km/h,17 mins,On Time
GJ-01-EL-4755,223,Vasna,Sola,23.137504,72.595717,"23.132982, 72.636260","23.049284, 72.488172",37 km/h,5 mins,Delayed
GJ-01-SZ-0646,224A,Vasna,Prahladnagar,23.05245,72.644503,"22.984796, 72.479610","23.106538, 72.621878",18 km/h,22 mins,Traffic
GJ-01-JJ-9480,225D,Vasna,Chandlodia,23.073315,72.635311,"22.968945, 72.646146","23.066754, 72.464956",41 km/h,25 mins,Early
GJ-01-DN-1715,226,Vasna,Jaimangal,23.067633,72.487672,"23.002180, 72.493337","23.025772, 72.535580",44 km/h,20 mins,On Time
GJ-01-KI-2811,227,Vasna,Narol,23.015051,72.542535,"22.968917, 72.620550","23.104918, 72.555401",39 km/h,9 mins,Delayed
GJ-01-HB-7122,228D,Vasna,Nikol,23.133071,72.604065,"23.035154, 72.515775","23.063205, 72.532103",53 km/h,12 mins,Traffic
GJ-01-RM-0708,229,RTO (C),Ghuma,23.027505,72.468058,"23.122881, 72.639048","22.968837, 72.480282",37 km/h,22 mins,Traffic
GJ-01-PR-6515,230A,RTO (C),Maninagar,23.142777,72.518466,"22.983249, 72.458222","23.084663, 72.503540",52 km/h,13 mins,Traffic
GJ-01-LV-0761,231D,RTO (C),Bhadaj,23.136412,72.579143,"23.068902, 72.575958","23.101714, 72.535619",34 km/h,16 mins,Early
GJ-01-NK-7336,232B,RTO (C),RTO,23.026351,72.560373,"22.958036, 72.480453","23.123975, 72.506507",51 km/h,16 mins,Traffic
GJ-01-NT-3804,233A,RTO (C),LD Engg,23.097566,72.598887,"22.955782, 72.470887","22.968042, 72.622276",22 km/h,11 mins,Traffic
GJ-01-LD-1610,234B,RTO (C),Vasna,23.077718,72.503203,"23.041257, 72.500033","23.063424, 72.484971",21 km/h,18 mins,Delayed
GJ-01-OS-3536,235C,RTO (C),Lal Darwaja,23.06838,72.531887,"23.020607, 72.450148","23.101484, 72.516803",17 km/h,15 mins,Early
GJ-01-NL-0010,236A,RTO (C),Kalupur,23.044766,72.646239,"23.064827, 72.469537","22.978249, 72.456531",59 km/h,21 mins,Delayed
GJ-01-XO-9155,237,RTO (C),Chandkheda,22.964876,72.46358,"23.042370, 72.542828","22.996435, 72.638086",53 km/h,5 mins,Delayed
GJ-01-SV-2143,238B,RTO (C),Hanspura,23.028659,72.50009,"22.976827, 72.629951","23.118134, 72.626739",22 km/h,17 mins,Early
GJ-01-QP-3370,239D,RTO (C),Gota,23.060576,72.649904,"22.974099, 72.555981","23.113304, 72.558722",45 km/h,18 mins,Early
GJ-01-BV-7293,240,RTO (C),Ranip,23.054006,72.479158,"23.008485, 72.642626","23.037794, 72.475260",24 km/h,17 mins,On Time
GJ-01-IT-5713,241,RTO (C),Sarkhej,23.093887,72.456812,"23.143768, 72.537976","23.012819, 72.622328",40 km/h,19 mins,Traffic
GJ-01-AW-2327,242C,RTO (C),Iskcon,23.0187,72.476966,"23.102987, 72.643316","23.085888, 72.524228",22 km/h,13 mins,Early
GJ-01-XM-5366,243B,RTO (C),Nehrunagar,23.080768,72.593786,"23.055569, 72.473546","23.078862, 72.572570",54 km/h,4 mins,Delayed
GJ-01-CN-0749,244B,RTO (C),Sarangpur,22.952347,72.531723,"23.026366, 72.602273","22.982171, 72.567295",38 km/h,11 mins,On Time
GJ-01-LV-0787,245C,RTO (C),Vadaj,23.133937,72.477483,"23.082218, 72.496836","23.022070, 72.602353",30 km/h,5 mins,Traffic
GJ-01-XT-0731,246,RTO (C),Odhav,22.987143,72.590878,"23.143835, 72.608801","23.120310, 72.610947",34 km/h,10 mins,On Time
GJ-01-HQ-8968,247D,RTO (C),Sarthi,23.119773,72.578115,"23.056116, 72.494747","23.092709, 72.580559",50 km/h,23 mins,Traffic
GJ-01-DV-4384,248D,RTO (C),Airport,23.068711,72.543611,"23.035378, 72.523458","23.145243, 72.468692",59 km/h,25 mins,On Time
GJ-01-LE-6516,249D,RTO (C),Amba Town,23.103117,72.461749,"23.062210, 72.467888","22.993640, 72.469310",27 km/h,10 mins,Delayed
GJ-01-VG-5400,250C,RTO (C),Dahegam,22.955695,72.566299,"23.044655, 72.511220","23.020443, 72.648101",22 km/h,13 mins,Early
GJ-01-LI-2464,251C,RTO (C),Bopal,23.12318,72.512138,"22.998145, 72.595693","23.043330, 72.581924",46 km/h,5 mins,Early
GJ-01-IY-8167,252B,RTO (C),Ghatlodia,22.963536,72.482572,"23.099718, 72.615916","22.993744, 72.545043",27 km/h,6 mins,On Time
GJ-01-LY-3061,253,RTO (C),Vaishnodevi,23.09116,72.561567,"23.098135, 72.518731","22.964749, 72.556357",54 km/h,25 mins,Delayed
GJ-01-BL-0981,254,RTO (C),Science City,23.076441,72.479103,"22.956019, 72.468084","23.001362, 72.535580",47 km/h,24 mins,On Time
GJ-01-AI-2077,255,RTO (C),Memnagar,23.033351,72.649087,"22.990868, 72.635796","23.003108, 72.483107",24 km/h,2 mins,Early
GJ-01-GE-0912,256A,RTO (C),CTM,23.050512,72.466811,"22.981848, 72.456618","23.087690, 72.528453",23 km/h,8 mins,On Time
GJ-01-QS-8138,257A,RTO (C),Naroda,23.031341,72.546247,"23.093214, 72.494815","23.092947, 72.501524",31 km/h,15 mins,Delayed
GJ-01-RO-0232,258C,RTO (C),S. Bopal,23.14907,72.496838,"23.019526, 72.529750","23.109433, 72.453666",15 km/h,11 mins,On Time
GJ-01-ZX-3850,259B,RTO (C),Sabarmati,23.110975,72.541017,"23.044564, 72.462050","23.020582, 72.522182",25 km/h,14 mins,On Time
GJ-01-IS-1507,260A,RTO (C),Isanpur,23.060879,72.45936,"23.009669, 72.556882","23.008917, 72.552095",29 km/h,10 mins,On Time
GJ-01-IM-8665,261A,RTO (C),Sola,23.009105,72.646105,"22.986778, 72.460488","23.099802, 72.639128",20 km/h,15 mins,Delayed
GJ-01-PU-5521,262D,RTO (C),Prahladnagar,23.02128,72.473612,"23.057683, 72.636715","23.006389, 72.482976",34 km/h,5 mins,On Time
GJ-01-MH-7235,263B,RTO (C),Chandlodia,23.110635,72.558514,"23.087407, 72.462555","23.049834, 72.579212",55 km/h,6 mins,Early
GJ-01-VA-6239,264A,RTO (C),Jaimangal,23.021619,72.624187,"22.979454, 72.554429","23.065275, 72.512663",60 km/h,16 mins,Traffic
GJ-01-RN-7863,265B,RTO (C),Narol,23.127225,72.582054,"22.977046, 72.541980","23.067043, 72.631150",35 km/h,3 mins,Traffic
GJ-01-NT-5467,266,RTO (C),Nikol,23.110134,72.462215,"23.141368, 72.639611","23.043898, 72.458916",46 km/h,25 mins,On Time
GJ-01-NQ-7183,267C,Lal Darwaja,Ghuma,23.119664,72.483939,"23.124061, 72.608468","22.974580, 72.576184",46 km/h,10 mins,Early
GJ-01-WU-6243,268A,Lal Darwaja,Maninagar,23.138104,72.639386,"23.051666, 72.488454","22.979328, 72.519357",18 km/h,20 mins,Delayed
GJ-01-QT-3965,269B,Lal Darwaja,Bhadaj,22.979331,72.638668,"22.994680, 72.466096","22.961585, 72.489872",17 km/h,19 mins,Traffic
GJ-01-NX-2440,270C,Lal Darwaja,RTO,23.125893,72.466119,"23.065376, 72.646215","23.083688, 72.454815",35 km/h,3 mins,On Time
GJ-01-FH-9329,271,Lal Darwaja,LD Engg,23.052905,72.503328,"22.982132, 72.530314","22.973418, 72.576953",46 km/h,24 mins,Delayed
GJ-01-KQ-6696,272A,Lal Darwaja,Vasna,23.11618,72.469621,"23.113253, 72.520996","23.026596, 72.480069",40 km/h,6 mins,On Time
GJ-01-KY-6275,273D,Lal Darwaja,RTO (C),23.051431,72.500552,"23.137719, 72.645254","23.011457, 72.602615",33 km/h,19 mins,On Time
GJ-01-QK-1199,274C,Lal Darwaja,Kalupur,23.002043,72.566269,"23.105021, 72.603614","22.971978, 72.519704",17 km/h,13 mins,Traffic
GJ-01-VK-0403,275C,Lal Darwaja,Chandkheda,23.006419,72.553159,"23.055814, 72.580010","23.011784, 72.517524",18 km/h,20 mins,Traffic
GJ-01-HI-1186,276D,Lal Darwaja,Hanspura,22.992867,72.531317,"22.980842, 72.549496","22.996164, 72.546484",43 km/h,24 mins,On Time
GJ-01-AW-2815,277A,Lal Darwaja,Gota,23.101133,72.570861,"23.100754, 72.514085","23.149009, 72.532112",26 km/h,6 mins,On Time
GJ-01-RI-0906,278B,Lal Darwaja,Ranip,22.982337,72.625326,"22.981453, 72.470779","23.125809, 72.622515",50 km/h,16 mins,On Time
GJ-01-HG-0785,279,Lal Darwaja,Sarkhej,23.044334,72.623809,"23.062221, 72.530748","23.084363, 72.539503",33 km/h,2 mins,Early
GJ-01-FQ-9890,280B,Lal Darwaja,Iskcon,23.012014,72.555372,"23.047776, 72.550038","23.131504, 72.642336",27 km/h,3 mins,Traffic
GJ-01-PW-3751,281B,Lal Darwaja,Nehrunagar,23.042686,72.607541,"22.985045, 72.635495","23.061902, 72.619596",31 km/h,5 mins,Delayed
GJ-01-FJ-4047,282B,Lal Darwaja,Sarangpur,23.067548,72.612325,"23.001275, 72.547435","23.066310, 72.643345",29 km/h,14 mins,Delayed
GJ-01-UH-3335,283,Lal Darwaja,Vadaj,22.992938,72.536199,"22.964674, 72.525591","23.045220, 72.459934",38 km/h,16 mins,Traffic
GJ-01-EA-4915,284A,Lal Darwaja,Odhav,23.008649,72.542409,"22.956648, 72.544325","23.023890, 72.586429",47 km/h,21 mins,Early
GJ-01-HY-1741,285B,Lal Darwaja,Sarthi,23.104966,72.547546,"23.102478, 72.534813","23.103697, 72.629213",21 km/h,23 mins,Delayed
GJ-01-PU-3940,286A,Lal Darwaja,Airport,23.08048,72.591712,"23.140278, 72.560022","23.031330, 72.535987",20 km/h,23 mins,Early
GJ-01-DL-4269,287A,Lal Darwaja,Amba Town,23.102947,72.494004,"23.113078, 72.638059","23.121238, 72.607930",31 km/h,22 mins,Traffic
GJ-01-UT-4012,288B,Lal Darwaja,Dahegam,23.135458,72.617752,"23.034508, 72.619828","23.140659, 72.491105",25 km/h,10 mins,Traffic
GJ-01-VB-3271,289D,Lal Darwaja,Bopal,23.052165,72.503204,"23.091148, 72.646417","23.002111, 72.542435",20 km/h,13 mins,Early
GJ-01-VK-8501,290,Lal Darwaja,Ghatlodia,23.002423,72.642306,"23.052098, 72.517050","22.963045, 72.505051",39 km/h,2 mins,Delayed
GJ-01-BP-5272,291A,Lal Darwaja,Vaishnodevi,23.140831,72.568014,"23.006944, 72.471201","22.964153, 72.639050",57 km/h,4 mins,Delayed
GJ-01-MB-0402,292C,Lal Darwaja,Science City,23.068759,72.47659,"22.983871, 72.498485","22.997459, 72.638455",46 km/h,7 mins,On Time
GJ-01-EC-0833,293C,Lal Darwaja,Memnagar,23.083319,72.622472,"22.963021, 72.600528","23.136324, 72.538125",21 km/h,12 mins,Early
GJ-01-OK-7003,294C,Lal Darwaja,CTM,23.100976,72.59149,"23.148313, 72.502560","23.117308, 72.558905",43 km/h,7 mins,Early
GJ-01-EN-5268,295,Lal Darwaja,Naroda,23.011336,72.469816,"23.122459, 72.468871","23.137935, 72.575082",44 km/h,17 mins,On Time
GJ-01-AO-9993,296,Lal Darwaja,S. Bopal,22.983843,72.649663,"22.979047, 72.554096","23.049764, 72.507799",34 km/h,25 mins,On Time
GJ-01-OX-4697,297D,Lal Darwaja,Sabarmati,23.103427,72.568887,"23.102635, 72.547974","23.097118, 72.515000",23 km/h,16 mins,Early
GJ-01-ZY-9460,298B,Lal Darwaja,Isanpur,23.022513,72.586597,"23.027757, 72.497225","22.962579, 72.510068",28 km/h,7 mins,Delayed
GJ-01-MF-6779,299A,Lal Darwaja,Sola,23.039199,72.584828,"22.957750, 72.452673","22.973749, 72.502708",58 km/h,8 mins,Early
GJ-01-NM-4905,300D,Lal Darwaja,Prahladnagar,23.087686,72.579857,"23.064098, 72.464940","23.008604, 72.525005",27 km/h,5 mins,On Time
GJ-01-ZY-4332,301A,Lal Darwaja,Chandlodia,23.039932,72.607748,"23.112219, 72.477700","23.088202, 72.565128",18 km/h,15 mins,Early
GJ-01-HV-3327,302D,Lal Darwaja,Jaimangal,23.022259,72.564638,"22.998807, 72.612875","22.981997, 72.526556",18 km/h,14 mins,Traffic
GJ-01-OP-2706,303B,Lal Darwaja,Narol,23.067682,72.474161,"22.992424, 72.514944","23.149581, 72.621681",20 km/h,24 mins,Traffic
GJ-01-HZ-9663,304A,Lal Darwaja,Nikol,23.020079,72.60318,"22.950282, 72.609499","22.979763, 72.473061",38 km/h,5 mins,Delayed
GJ-01-BN-1265,305D,Kalupur,Ghuma,23.046084,72.566093,"22.981667, 72.461574","23.122541, 72.535736",27 km/h,18 mins,Traffic
GJ-01-QB-6376,306C,Kalupur,Maninagar,23.121107,72.576193,"22.964602, 72.543196","23.051681, 72.629153",17 km/h,14 mins,Traffic
GJ-01-EP-8167,307B,Kalupur,Bhadaj,22.952198,72.567213,"23.030121, 72.504106","23.099256, 72.491104",26 km/h,10 mins,Traffic
GJ-01-OQ-9633,308D,Kalupur,RTO,23.009905,72.521187,"23.080138, 72.502333","23.095989, 72.641842",59 km/h,17 mins,Delayed
GJ-01-HN-0376,309D,Kalupur,LD Engg,23.108587,72.55363,"23.111158, 72.615360","23.149557, 72.487801",53 km/h,8 mins,Delayed
GJ-01-YC-4088,310C,Kalupur,Vasna,23.07553,72.49636,"23.128534, 72.464757","22.967130, 72.648697",53 km/h,15 mins,Delayed
GJ-01-AH-2558,311,Kalupur,RTO (C),23.052356,72.455424,"22.998681, 72.598715","22.953967, 72.614169",46 km/h,16 mins,Early
GJ-01-GS-5846,312,Kalupur,Lal Darwaja,22.982017,72.510334,"22.975718, 72.474706","23.035161, 72.606767",59 km/h,11 mins,On Time
GJ-01-UE-3827,313D,Kalupur,Chandkheda,23.080299,72.517237,"23.059553, 72.487033","23.043909, 72.500888",42 km/h,13 mins,On Time
GJ-01-UG-3578,314C,Kalupur,Hanspura,23.118407,72.521418,"22.983235, 72.615797","23.014467, 72.649783",18 km/h,6 mins,On Time
GJ-01-CF-0029,315B,Kalupur,Gota,23.101683,72.597037,"23.046886, 72.522548","23.036418, 72.488862",30 km/h,3 mins,Early
GJ-01-WR-4058,316,Kalupur,Ranip,23.037214,72.588067,"23.072483, 72.537015","23.126056, 72.468672",34 km/h,2 mins,On Time
GJ-01-HT-6226,317D,Kalupur,Sarkhej,23.114022,72.46886,"23.079811, 72.530619","22.975160, 72.481851",47 km/h,18 mins,Delayed
GJ-01-XK-0321,318C,Kalupur,Iskcon,23.118728,72.493515,"23.066666, 72.455372","23.006300, 72.579027",25 km/h,15 mins,On Time
GJ-01-EF-1958,319D,Kalupur,Nehrunagar,23.001029,72.57003,"23.141273, 72.466544","23.063619, 72.510470",19 km/h,10 mins,Delayed
GJ-01-XE-9442,320D,Kalupur,Sarangpur,23.093342,72.597157,"23.015476, 72.509040","23.142033, 72.484419",59 km/h,18 mins,Traffic
GJ-01-AA-4401,321A,Kalupur,Vadaj,23.129612,72.613956,"23.117186, 72.568087","22.994975, 72.453404",31 km/h,18 mins,Traffic
GJ-01-ZL-3776,322C,Kalupur,Odhav,22.963777,72.504558,"22.998359, 72.564856","23.097109, 72.594527",15 km/h,12 mins,Early
GJ-01-GH-2091,323C,Kalupur,Sarthi,22.971878,72.574162,"23.046871, 72.493238","23.003602, 72.603021",47 km/h,10 mins,Delayed
GJ-01-OO-5079,324B,Kalupur,Airport,22.970188,72.571269,"23.006447, 72.498783","22.975361, 72.541774",39 km/h,17 mins,Delayed
GJ-01-YD-3282,325,Kalupur,Amba Town,23.075258,72.641708,"23.136300, 72.638739","23.061706, 72.579048",59 km/h,11 mins,Traffic
GJ-01-IA-1020,326D,Kalupur,Dahegam,22.985356,72.614726,"22.974544, 72.592193","23.125552, 72.499072",26 km/h,7 mins,Traffic
GJ-01-AT-7637,327A,Kalupur,Bopal,22.966191,72.48904,"23.066147, 72.571263","23.050023, 72.613852",45 km/h,7 mins,Traffic
GJ-01-VU-6421,328D,Kalupur,Ghatlodia,23.045807,72.627854,"22.966483, 72.512920","23.062231, 72.646772",15 km/h,24 mins,Delayed
GJ-01-KG-6930,329C,Kalupur,Vaishnodevi,23.016605,72.573196,"23.106362, 72.534558","23.079326, 72.472849",22 km/h,20 mins,Traffic
GJ-01-BA-6506,330D,Kalupur,Science City,23.000567,72.623846,"23.112748, 72.630046","23.115921, 72.530031",30 km/h,9 mins,On Time
GJ-01-MZ-4187,331D,Kalupur,Memnagar,23.004862,72.635394,"23.037416, 72.599744","23.056718, 72.631255",38 km/h,18 mins,On Time
GJ-01-YO-4156,332C,Kalupur,CTM,22.995647,72.576112,"23.125903, 72.645073","22.971444, 72.465725",52 km/h,12 mins,Early
GJ-01-SW-1824,333,Kalupur,Naroda,23.001199,72.571701,"23.131209, 72.639243","23.126020, 72.470564",37 km/h,6 mins,On Time
GJ-01-MU-5562,334D,Kalupur,S. Bopal,23.05185,72.592769,"23.033584, 72.602057","23.015005, 72.616195",29 km/h,23 mins,On Time
GJ-01-VB-0861,335C,Kalupur,Sabarmati,22.964653,72.452387,"23.036573, 72.561387","23.126538, 72.532654",40 km/h,20 mins,Delayed
GJ-01-CZ-4585,336,Kalupur,Isanpur,23.007829,72.552315,"23.034293, 72.452131","23.060953, 72.579923",32 km/h,11 mins,Traffic
GJ-01-VX-0780,337,Kalupur,Sola,23.08489,72.552315,"23.114161, 72.647146","23.109937, 72.540076",56 km/h,14 mins,On Time
GJ-01-RA-8540,338B,Kalupur,Prahladnagar,23.136029,72.622782,"22.966738, 72.589676","23.056775, 72.460049",16 km/h,25 mins,Early
GJ-01-KX-0170,339B,Kalupur,Chandlodia,22.985152,72.606526,"23.094425, 72.560083","23.060324, 72.565406",37 km/h,3 mins,Delayed
GJ-01-MG-8966,340A,Kalupur,Jaimangal,23.065898,72.486806,"23.088827, 72.527952","22.999501, 72.486735",19 km/h,13 mins,On Time
GJ-01-PO-6593,341,Kalupur,Narol,23.088193,72.604673,"23.045835, 72.457897","23.143927, 72.613638",33 km/h,24 mins,Traffic
GJ-01-RA-0908,342D,Kalupur,Nikol,23.06,72.554486,"22.956245, 72.512414","23.047168, 72.563529",18 km/h,23 mins,Traffic
GJ-01-HO-3254,343,Chandkheda,Ghuma,23.128495,72.506339,"23.026977, 72.552767","23.124484, 72.496437",24 km/h,16 mins,Delayed
GJ-01-YJ-8773,344B,Chandkheda,Maninagar,23.055095,72.613883,"23.082080, 72.452563","23.077200, 72.505679",23 km/h,6 mins,On Time
GJ-01-GB-7121,345B,Chandkheda,Bhadaj,23.104102,72.582715,"23.077508, 72.524209","22.976925, 72.641219",48 km/h,7 mins,Delayed
GJ-01-LE-4156,346,Chandkheda,RTO,22.959867,72.525327,"23.095158, 72.466648","23.009495, 72.491662",55 km/h,13 mins,Early
GJ-01-DD-5469,347C,Chandkheda,LD Engg,22.985107,72.644875,"23.028877, 72.591012","22.988738, 72.451058",20 km/h,18 mins,On Time
GJ-01-EF-9612,348B,Chandkheda,Vasna,23.117779,72.640026,"23.089653, 72.593397","23.123632, 72.620654",30 km/h,17 mins,Early
GJ-01-GL-1860,349,Chandkheda,RTO (C),23.025021,72.503596,"23.103143, 72.552111","23.144084, 72.625583",57 km/h,15 mins,On Time
GJ-01-TZ-6026,350,Chandkheda,Lal Darwaja,23.140991,72.591888,"22.976981, 72.489431","23.093992, 72.631857",15 km/h,18 mins,Early
GJ-01-QC-0117,351B,Chandkheda,Kalupur,23.008539,72.60114,"22.974776, 72.544754","23.112939, 72.472395",59 km/h,3 mins,On Time
GJ-01-YC-2682,352D,Chandkheda,Hanspura,23.090039,72.45387,"23.064498, 72.512262","23.142624, 72.566816",34 km/h,8 mins,On Time
GJ-01-BZ-8790,353A,Chandkheda,Gota,23.052551,72.464266,"23.146509, 72.488886","23.073960, 72.580805",26 km/h,7 mins,Early
GJ-01-WH-9875,354A,Chandkheda,Ranip,23.124624,72.626095,"23.034747, 72.578432","23.042094, 72.634201",45 km/h,22 mins,On Time
GJ-01-JY-7040,355A,Chandkheda,Sarkhej,23.097027,72.53625,"23.019544, 72.555906","23.100731, 72.616271",17 km/h,24 mins,On Time
GJ-01-YG-6147,356B,Chandkheda,Iskcon,22.999181,72.624928,"22.975946, 72.556401","23.098041, 72.589633",25 km/h,21 mins,Traffic
GJ-01-HL-5108,357A,Chandkheda,Nehrunagar,23.073603,72.581217,"22.952417, 72.502506","23.007706, 72.574786",34 km/h,5 mins,Early
GJ-01-MF-7268,358B,Chandkheda,Sarangpur,23.03195,72.587042,"23.040579, 72.532778","23.013924, 72.601547",22 km/h,9 mins,Early
GJ-01-HC-5513,359B,Chandkheda,Vadaj,23.075751,72.543289,"23.011867, 72.623898","23.112228, 72.562750",58 km/h,7 mins,Early
GJ-01-VP-4283,360B,Chandkheda,Odhav,23.131577,72.46734,"23.057733, 72.497116","23.093006, 72.600707",34 km/h,16 mins,Traffic
GJ-01-YG-8286,361B,Chandkheda,Sarthi,23.129788,72.527226,"23.076707, 72.569973","23.005189, 72.471809",29 km/h,10 mins,On Time
GJ-01-ZU-4650,362,Chandkheda,Airport,22.999955,72.600933,"23.082115, 72.477017","23.037010, 72.524397",15 km/h,23 mins,On Time
GJ-01-PW-5598,363,Chandkheda,Amba Town,23.142572,72.482728,"23.126690, 72.590417","23.110948, 72.575443",30 km/h,24 mins,Delayed
GJ-01-SH-2399,364C,Chandkheda,Dahegam,22.983147,72.507679,"22.981649, 72.645831","23.065768, 72.560276",50 km/h,12 mins,Delayed
